customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0539,Male,0,No,No,13,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.65,1017.22,Yes
C0540,Female,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,88.1,4227.78,Yes
C0541,Male,0,No,No,19,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,111.57,2076.22,No
C0542,Female,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),84.57,4200.36,No
C0543,Male,0,Yes,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),44.51,1492.33,No
C0544,Female,0,No,No,58,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,75.06,4349.99,No
C0545,Male,1,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,62.23,2690.58,No
C0546,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),73.64,773.37,No
C0547,Male,0,Yes,Yes,39,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,69.76,2645.18,No
C0548,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,103.88,2013.23,Yes
C0549,Female,1,Yes,No,37,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.18,3142.4,No
C0550,Male,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),36.88,137.66,Yes
C0551,Male,1,Yes,No,27,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,24.3,612.93,No
C0552,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,60.44,3334.17,No
C0553,Male,1,Yes,No,12,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),19.56,276.71,No
C0554,Female,0,No,No,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,49.83,3254.0,Yes
C0555,Male,1,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,54.8,2045.12,No
C0556,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),55.56,2646.63,No
C0557,Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),115.94,7532.57,Yes
C0558,Female,0,Yes,Yes,35,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),48.39,1705.46,No
C0559,Female,0,No,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),44.52,2401.19,No
C0560,Female,0,No,No,25,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.94,763.78,No
C0561,Female,1,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),69.1,4952.47,No
C0562,Male,1,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),33.37,1381.66,No
C0563,Male,0,No,Yes,42,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,79.63,3318.56,No
C0564,Male,0,No,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,33.52,695.69,Yes
C0565,Female,0,Yes,No,19,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,75.67,1486.12,No
C0566,Female,0,No,Yes,7,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,100.63,800.79,No
C0567,Female,0,Yes,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.25,654.8,No
C0568,Female,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,59.97,2299.52,No
C0569,Male,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,64.1,1868.81,No
C0570,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),97.11,5291.95,No
C0571,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),64.79,931.22,No
C0572,Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.75,3309.83,No
C0573,Male,0,No,No,61,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,97.12,5907.07,No
C0574,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.98,476.86,No
C0575,Male,1,Yes,Yes,44,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),53.83,2300.06,No
C0576,Female,0,Yes,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.58,1506.99,No
C0577,Male,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,90.99,5018.13,No
C0578,Female,0,Yes,No,47,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,105.11,4994.7,No
C0579,Female,0,No,No,26,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,115.01,3004.77,No
C0580,Female,1,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,110.66,5773.05,No
C0581,Female,0,Yes,Yes,34,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),97.74,3373.41,No
C0582,Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,82.35,4197.36,No
C0583,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,96.15,3535.68,Yes
C0584,Female,1,No,No,56,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.21,3325.69,No
C0585,Female,1,Yes,No,7,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),77.48,547.26,Yes
C0586,Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,52.87,1050.16,No
C0587,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,50.67,2719.83,No
C0588,Male,0,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,93.67,1062.42,No
C0589,Female,1,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,63.39,2999.76,No
C0590,Male,0,No,No,16,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),39.22,591.17,No
C0591,Male,1,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),38.19,2371.02,No
C0592,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,103.92,4276.1,No
C0593,Male,0,Yes,No,28,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),85.78,2377.85,No
C0594,Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,72.6,1154.57,No
C0595,Female,0,Yes,Yes,10,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),58.09,521.99,No
C0596,Female,0,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,61.08,2970.71,No
C0597,Male,0,No,Yes,70,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,23.74,1593.68,No
C0598,Male,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,63.49,3558.25,No
C0599,Female,0,No,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,97.55,3321.7,No
C0600,Female,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,56.8,1078.77,No
C0601,Male,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),56.36,2742.33,No
C0602,Female,1,No,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,19.57,209.5,No
C0603,Female,1,Yes,No,31,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,63.78,2034.48,No
C0604,Female,1,No,No,51,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),20.53,1159.06,No
C0605,Male,1,No,Yes,14,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,75.03,1135.69,No
C0606,Male,0,Yes,No,2,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,68.68,159.1,No
C0607,Male,0,No,Yes,36,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),102.0,3595.36,Yes
C0608,Female,0,No,Yes,39,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,76.18,2920.9,No
C0609,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,50.34,3554.05,No
C0610,Female,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,69.62,2740.51,No
C0611,Male,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),87.97,4843.07,No
C0612,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,27.4,529.15,No
C0613,Female,0,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,80.11,718.51,No
C0614,Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),109.66,6921.53,No
C0615,Female,0,No,No,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,47.91,341.37,No
C0616,Male,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),80.66,4425.81,No
C0617,Male,0,Yes,No,59,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,100.13,5931.82,Yes
C0618,Female,1,No,Yes,9,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,69.18,684.96,No
C0619,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,89.8,3427.9,No
C0620,Male,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),49.1,1278.62,No
C0621,Female,1,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.61,2429.04,No
C0622,Female,1,No,No,35,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),84.76,2957.78,No
C0623,Male,1,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),88.54,1064.98,Yes
C0624,Female,0,No,No,35,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,111.7,3876.82,No
C0625,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.48,958.28,No
C0626,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,64.82,144.81,No
C0627,Male,0,No,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),43.05,2651.51,No
C0628,Female,0,Yes,No,37,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),26.01,811.87,No
C0629,Male,0,No,No,21,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,58.32,1216.91,Yes
C0630,Male,0,No,No,1,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),55.41,110.53,No
C0631,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),45.04,1301.98,Yes
C0632,Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.7,604.97,No
C0633,Male,0,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.04,2501.12,No
C0634,Male,0,No,Yes,61,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),116.88,7128.77,Yes
C0635,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),96.3,6492.85,Yes
C0636,Female,0,No,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,25.14,1503.97,Yes
C0637,Male,1,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,105.24,941.48,No
C0638,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),81.33,3175.28,No
C0639,Female,0,No,No,23,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),107.06,2452.16,No
C0640,Female,0,Yes,No,43,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,52.17,2296.78,No
C0641,Female,0,No,Yes,59,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),64.45,3877.4,No
C0642,Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,107.62,6588.45,No
C0643,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.26,750.48,No
C0644,Male,0,No,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),109.55,6995.42,No
C0645,Female,0,No,Yes,56,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),100.85,5647.35,No
C0646,Male,1,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.06,6287.82,No
C0647,Male,0,No,No,52,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,50.43,2606.52,No
C0648,Male,0,Yes,No,55,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,41.58,2319.94,No
C0649,Female,1,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,51.09,355.91,No
C0650,Male,1,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),113.46,2346.05,No
C0651,Male,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),51.31,563.37,No
C0652,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,74.52,3469.01,No
C0653,Male,0,No,No,17,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),58.37,977.93,No
C0654,Male,0,Yes,Yes,39,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),57.62,2298.63,No
C0655,Female,0,No,No,16,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,37.34,599.51,No
C0656,Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,71.71,939.72,Yes
C0657,Male,0,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,102.94,1371.06,No
C0658,Male,1,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),22.95,1402.1,No
C0659,Female,1,No,Yes,38,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),106.92,4104.68,No
C0660,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,84.55,1084.75,No
C0661,Female,0,No,No,31,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.67,2390.23,No
C0662,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,80.59,663.34,Yes
C0663,Male,0,No,Yes,39,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,47.63,1837.48,No
C0664,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.51,1114.48,No
C0665,Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.93,6018.45,No
C0666,Male,0,No,Yes,43,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,48.64,2080.52,Yes
C0667,Female,0,Yes,Yes,37,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,65.0,2349.54,No
C0668,Female,0,No,No,59,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,19.96,1164.35,No
C0669,Male,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,91.36,6452.61,No
C0670,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),59.77,2840.75,No
C0671,Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,70.54,1294.87,Yes
C0672,Female,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,29.47,468.37,No
C0673,Female,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,117.17,6335.91,Yes
C0674,Female,0,No,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,48.25,1861.14,No
C0675,Female,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,81.5,5421.71,No
C0676,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),76.12,4310.66,No
C0677,Female,0,No,No,61,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),96.51,5926.92,No
C0678,Female,0,No,Yes,12,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,47.38,478.79,No
C0679,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,93.59,524.03,Yes
C0680,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,56.25,3356.29,No
C0681,Female,1,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),59.12,726.08,No
C0682,Male,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.27,4497.51,No
C0683,Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),96.43,288.71,Yes
C0684,Female,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,84.69,3172.11,No
C0685,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),107.99,7694.32,Yes
C0686,Female,1,No,Yes,24,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,46.52,1147.91,No
C0687,Female,0,Yes,Yes,31,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,108.06,3277.71,Yes
C0688,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.09,1762.06,No
C0689,Male,0,No,No,62,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,83.95,5203.06,No
C0690,Female,0,No,No,37,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,72.76,2749.15,No
C0691,Female,0,No,No,52,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),67.46,3540.53,No
C0692,Female,0,No,No,66,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.09,3123.39,No
C0693,Male,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),68.37,1831.39,Yes
C0694,Female,0,No,No,2,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,34.18,91.99,No
C0695,Female,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.93,1113.53,Yes
C0696,Female,1,Yes,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.87,987.32,No
C0697,Male,1,No,No,71,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),75.18,5300.43,No
C0698,Female,1,Yes,No,71,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,27.58,1942.78,No
C0699,Female,0,No,No,61,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),34.03,2026.88,No
C0700,Male,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),26.55,1519.8,No
C0701,Female,0,Yes,No,5,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),56.13,237.61,Yes
C0702,Female,0,No,No,31,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,102.2,3116.39,No
C0703,Male,0,No,Yes,9,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,108.69,958.28,No
C0704,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,25.19,124.33,Yes
C0705,Male,0,Yes,No,58,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,81.46,4750.94,No
C0706,Male,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,86.44,4178.56,Yes
C0707,Female,0,Yes,Yes,58,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.38,4154.35,No
C0708,Female,0,No,Yes,30,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),84.7,2493.65,Yes
C0709,Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,41.37,2781.16,No
C0710,Female,1,Yes,Yes,61,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,66.96,4044.06,No
C0711,Male,0,No,No,51,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),57.09,2966.17,No
C0712,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,26.97,1093.57,Yes
C0713,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,80.56,2333.43,No
C0714,Female,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),67.52,1490.55,No
C0715,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,45.52,119.96,Yes
C0716,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,65.37,817.11,No
C0717,Male,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),95.53,4255.94,No
C0718,Female,0,No,No,41,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),98.17,3896.87,Yes
C0719,Female,0,No,No,48,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),82.95,4004.33,No
